Arrondissement,Catégorie ,Sous-Catégorie,Nom,Description,Adresse ,Numéro de téléphone,Courriel,Site Internet
13008,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN COLLECTIF MER ET COLLINE,,16 Boulevard de la Verrerie 13008 Marseille,,,
13008,ECOLOGIE ET NATURE EN VILLE,JARDINS,JADIN PARTAGE DU CORBUSIER,,280 Boulevard Michelet 13008 Marseille,,,
13008,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN PARTAGE LOU PEBRE D'AI,,Chemin des Lanciers 13008 Marseille,,,
13008,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES CHAMPS MERVEILLEUX-JARDIN DES FADAS BUCOLIQUES,,108 traverse Prat 13008 Marseille,,,
13008,ECOLOGIE ET NATURE EN VILLE,SENSIBILISATION,SOCIETE D'HORTICULTURE ET D'ARBORICULTURE DES BOUCHES-DU RHÔNE,,Parc Bortoli 2 chemin du Lancier 13008 Marseille,,,
13008,PROJET EN AGRICULTURE URBAINE,PORTEURS DE PROJETS,HEKO PERMACULTURE,,15 boulevard Tricon 13008 Marseille,,,
13008,PROJET EN AGRICULTURE URBAINE,PORTEURS DE PROJETS,LES CHAMPIGNONS DE MARSEILLE,,89 traverse Parangon 13008 Marseille,,,
13008,PROJET EN AGRICULTURE URBAINE,PORTEURS DE PROJETS,FERME URBAINE MARSEILLE VEYRE,,83 Traverse Parangon 13008 Marseille,,,
13008,ACTEURS PUBLICS ET AFFILIES,ACTEURS PUBLICS,ADEME,,2 boulevard de Gabes 13008 Marseille,,,
13008,ACTEURS PUBLICS ET AFFILIES,ACTEURS PUBLICS,DIVISION NATURE ET BIODIVERSITE,,320-330 Avenue du Prado 13008 Marseille,,,
13008,ACTEURS PUBLICS ET AFFILIES,ACTEURS PUBLICS,DIRECTION DE L'ENVIRONNEMENT ET DU CADRE DE VIE,,320-330 Avenue du Prado 13008 Marseille,,,
13008,ACTEURS PUBLICS ET AFFILIES,ACTEURS PUBLICS,SERVICE DES ESPACES VERT ET DE LA NATURE,,48 Avenue Clot Bey 13008 Marseille,,,
13008,ACTEURS PUBLICS ET AFFILIES,BAILLEURS SOCIAUX,NOUVEAU LOGIS MEDITERRANEE,,22 allée Ray Grassi 13008 MArseille,,,
13008,PRESSE ET COMMUNICATION,AGENCE DE COMMUNICATION,MARSEILLE VERT,,15 impassa Figueroa 13008 Marseille,,,
13008,PRESSE ET COMMUNICATION,PRESSE,FRANCE 3 PACA-PRIORITERRE,,2 allée Ray Grassi 13008 Marseille,,,
13009,ALIMENTATION,AMAP,LA RUCHE QUI DIT OUI !,,659 Avenue de Mazargues 13009 Marseille,,,
13009,ALIMENTATION,AMAP,LA RUCHE QUI DIT OUI !,,24 Square Pauline 13009 Marseille,,,
13009,ALIMENTATION,AMAP,PAMA PANIER ETUDIANT KEDGE,,Rue Antoine Bourdelle 13009 Marseille,,,
13009,ALIMENTATION,AMAP,PAMA PANIER ETUDIANT DE LUMINY,,172 Avenue de Luminy 13009 Marseille,,,
13009,ALIMENTATION,AMAP,PAMA PANIER DE LUMINY LEGUMINYEN,,171 Avenue de Luminy 13009 Marseille,,,
13009,ALIMENTATION,LABORATOIRE DE TRANSFORMATION,SOL A SOL,,7 Traverse Valette 13009 Marseille,,,
13009,ALIMENTATION,MAGASIN BIO,ECO NATURE,,170 Boulevard du Redon 13009 Marseille,,,
13009,ALIMENTATION,RESTAURATION,LE GOOD TRUCK,,boulevard Luce 13009 Marseille,,,
13009,ALIMENTATION,RESTAURATION,GINKGO,,3 Avenue Frédéric le Play 13009 Marseille,,,
13009,ALIMENTATION,RESTAURATION,LES CAPRICES DE MARIANNE,,1 Rue Lali 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,FERME PEDAGOGIQUE,FERME PEDAGOGIQUE DU ROY D'ESPAGNE,,Rue Jules Rimet 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES FADAS BUCOLIQUES ET LEURS CHAMPS MERVEILLEUX,,Traverse Prat 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES JARDINS DES TRINITAIRES,,16 Boulevard des Trinitaires 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN COMMUNAUAIRE DE LUMINY,,171 Avenue de Luminy 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE L'HOSPITALITE,,249 Boulevard de Sainte Marguerite 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DU BAOU DE SORMIOU,,La Cayolle 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DU PARC DE LA JARRE ,,Avenue de la Jarre 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DU THEATRE DU CENTAURE,,2 rue Marguerite de Provence 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS FAMILIAUX JOSEPH ARGUIER,,67 Chemin Joseph Aiguier 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN MOANA,,Rue Antoine Fortuné Marion 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,VEGETALISATION,PASSEURS DE JARDIN,,20 Boulevard Louis Pierroti 13009 Marseille,,,
13009,ECOLOGIE ET NATURE EN VILLE,SENSIBILISATION,INSTITUT CILINAIRE DU XXIème SIECLE,,11 Boulevard Roux 13009 Marseille,,,
13009,PROJETS EN AGRICULTURE URBAINE ,PORTEURS DE PROJET,BIGOUD,,16 Avenue des Trinitaires 13009 Marseille,,,
13010,ALIMENTATION,AMAP,PAMA PANIER DE SAINT LOUP LES BRUYERES,,11 Boulevars de Saïgon 13010 Marseille,,,
13010,ALIMENTATION,BRASSERIE URBAINE ET ARTISANALE,MINOT BRASSERIE,,268 Avenue de la Capelette 13010 Marseille,,,
13010,ECOLOGIE ET NATURE EN VILLE,JARDINS,"FAMILY, LE JARDIN DE LA PINEDE",,116 boulevard Mireille Lauze 13010 Marseille,,,
13010,ECOLOGIE ET NATURE EN VILLE,JARDINS,LE JOYEUX JARDIN ,,24 impasse Berrin 13010 Marseille,,,
13010,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS DE PONT-DE-VIVAUX,,Boulevard dde Pont-de-Vivaux 13010 Marseille,,,
13011,ALIMENTATION ,AMAP ,PAMA PANIER DE LA ROUGUIERE,,Allée de la Rouguière 13011 Marseille,,,
13011,ALIMENTATION ,BOULANGERIE ARTISANALE,LE PAIN DES COILINES,,Place Saint Christophe 13011 Marseille,,,
13011,ALIMENTATION ,EPICERIE PAYSANNE,LE GRAIN DE LA VALLEE,,Traverse des Raymonds 13011 Marseille,,,
13011,ALIMENTATION ,EPICERIE VRAC,LA PETITE FRANCAISE BIO,,138 B Route des Camoins 13011 Marseille,,,
13011,ALIMENTATION ,EPICERIE SOLIDAIRE,AEC LES ECOURTINES,,15 Traverse de la Solitude 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES RESTANQUES ET LA TERRASSE DES NEREIDES,,115 Rue de la Granière 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN CITE DE LA VALBARELLE,,28 Avenue de l'Abbé Lanfranchi 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DES ESCOURTINES,,15 Traverse de la Solitude 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE LA PLACETTE,,Place de la Liberté Avenue du Pontent 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN FAMILIAUX DE LA ROUGUIERE,,Boulevard des Libérateurs 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN FAMILIAUX MAGALI AIGUIER,,149 Chemin des Trois Lucs 13011 Marseille,,,
13011,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS OUVRIERS CODER,,35 Avenue du Docteur Heckel 13011 Marseille,,,
13012,ALIMENTATION,AMAP,PAMA PANIER U BON TERROIR,,26 allée des Primevères 13012 Marseille,,,
13012,ALIMENTATION,AMAP,PAMA PANIER DE LA POMME,,38 avenue Vincent Van-Gogh 13012 Marseille,,,
13012,ALIMENTATION,BOULANGERIE BIO ET ARTISANALE,LE PAIN DES COLLINES 2,,243 avenue des Poilus 13012 Marseille,,,
13012,ALIMENTATION ,MAGASIN BIO,BIO C BON MONTAIGNE,,41 Rue Montaigne 13012 Marseille,,,
13012,ALIMENTATION,MAGASIN BIO,LE MARCHE D'ELISE,,63 Avennue du 24 avril 1915 13012 Marseille,,,
13012,ECOLOGIE ET NATURE EN VILLE,FERME PEDAGOGIQUE,FERME PEDAGOGIQUE DU COLLET DES COMTES,,137 boulevard des libérateurs 13012 Marseille,,,
13012,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES JARDINS DE MONTOLIVET,,367 avenue de Montolivet 13012 Marseille,,,
13012,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS DE LA ROSIERE,,40 avenue de la Rosière 13012 Marseille,,,
13012,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS FAMILIAUX BERRE PASTOUR,,122avenue de Peintre-Roux 13012 Marseille,,,
13012,ECOLOGIE ET NATURE EN VILLE,RELAIS NATURE,RELAIS-NATURE DE LA MOLINE,,26  boulevard Marius Richard 13012 Marseille,,,
13012,ECOLOGIE ET NATURE EN VILLE,SENSIBILISATION,SLOW FOOD PROVENCE MEDITERRANEE,,1 avenue de Galice 13012 Marseille,,,
13012,PROJETS EN AGRICULTURE URBAINE ,PORTEURS DE PROJETS,LE TALUS,,607-623 rue Saint-Pierre 13012 Marseille,,,
13013,ALIMENTATION,AMAP,PAMA PANIER DE L'ETOILE,,3 Chemin de Palama 13013 Marseille,,,
13013,ALIMENTATION,AMAP,PAMA PANIER DE SAINT-JEROME,,Parking Pélabon,,,
13013,ALIMENTATION,RESTAURATION,CAFE LUCIANI,,6 Boulevard Alphonse Moutte 13013 Marseille,,,
13013,ALIMENTATION,RESTAURATION,SA'ADA ASSOCIATION,,10 Allée Vendémiaire 13013 Marseille,,,
13013,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN ALIMEN'TERRE,,30 Avenue de la Croix Rouge 13013 Marseille,,,
13013,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DU VALLON DE MALPASSE,,Résidence les Lauriers 13013 Marseille,,,
13013,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS FAMILIAUX DU THEATRE ATHENA,,15 Rue Nicolas Copernic 13013 Marseille ,,,
13013,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE FRAI VALLON,,Résidence Frais Vallon Avenue Frais Vallon 13013 Marseille,,,
13013,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS PARTAGES AUX HIRONDELLES,,Chemin du Merlan 13013 Marseille,,,
13013,PROJETS EN AGRICULTURE URBAINE,PORTEURS DE PROJET,LE PAYSAN URBAIN,,20 Boulevard Madeleine Rémusat 13013 Marseille,,,
13013,PROJETS EN AGRICULTURE URBAINE,PORTEURS DE PROJET,LE PRESAGE,,2 Rue Donadille 13013 Marseille,,,
13013,PROJETS EN AGRICULTURE URBAINE,PORTEURS DE PROJET,TOUS JARDINIERS!,,45 Rue Frédéric Joliot Curie 13013 Marseille,,,
13013,PROJETS EN AGRICULTURE URBAINE,FACILITATEUR,PEPINIERE MARSEILLE INNOVATION,,45 Rue Frédéric Joliot Curie 13013 Marseille,,,
13013,ACTEURS PUBLICS ET AFFILIES,BAILLEUR SOCIAUX,MARSEILLE PROVENCE HABITAT,,25 Avenue de Frais Vallon 13013 Marseille,,,
13014,ALIMENTATION,AMAP,PAMA PANIER DE LA TOUR DU PIN,,50 Avenue Prosper Mérimée 13014 Marseille,,,
13014,ALIMENTATION,AMAP,PAMA PANIER DE GIBBES,,169 chemin de Gibbes 13014 Marseille,,,
13014,ALIMENTATION,ACTEURS DE LA LOGISTIQUE EN CIRCUITS COURTS,PLATEFORME PAYSANNE LOCALE,,201 Chemin de Gibbes 13014,,,
13014,ALIMENTATION ,ACTEURS DE LA LOGISTIQUE EN CIRCUITS COURTS,SCOP EPICE,,201 Chemin de Gibbes 13014 Marseille,,,
13014,ALIMENTATION,ACTEURS DE LA LOGISTIQUE EN CIRCUITS COURTS,BOX FERMIER DU MARCHE D'INTERET NATIONAL,,Avenue du Marché National 13014 Marseille,,,
13014,ALIMENTATION ,EPICERIE SOLIDAIRE,LA BANASTE DE MARIANNE,,501 Immeubles Les Arnavaux 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,FERME PEDAGOGIQUE,FERME PEDAGOGIQUE DE LA TOUR DES PINS,,2 traverse Cade 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES JARDINS DE JULIEN,,81 traverse de la fontaine Domaine de la Charlotte 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS PARTAGES DE FONT OBSCURE,,50 avenue Prosper Mérimée 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN PARTAGE DE FONT VERT,,rue de Font Vert 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,RELAIS NATURE,SENTIER BOTANIQUE DE LA BATARELLE,,Rue de la Gardiette 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,RELAIS NATURE,RELAIS-NATURE SAINT-JOSEPH,,64 boulevard Simon Bolivar 13014 Marseille,,,
13014,ECOLOGIE ET NATURE EN VILLE,SENSIBILISATION,COLINEO,,64 boulevard Simon Bolivar 13014 Marseille,,,
13014,PROJETS EN AGRICULTURE URBAINE,PORTEURS DE PROJETS,TERRE DE MARS,,25 impasse du Four de Buze 13014 Marseille,,,
13014,PROJETS EN AGRICULTURE URBAINE,PORTEURS DE PROJETS,LE DERNIER PAYSAN DE MARSEILLE,,50 traverse Tour Sainte 13014 Marseille,,,
13015,ALIMENTATION,AMAP ,PAMA PANIER DE LA CALADE,,Boulevard Ledru Rollin 13015 Marseille,,,
13015,ALIMENTATION,EPICERIES SOLIDAIRES,ACADEL,,185 Boulevard Lafuente 13015 Marseille,,,
13015,ALIMENTATION,MARCHE PAYSAN,LE MARCHE RETROUVER,,225 Avenue des Aygalades 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,"CA COULE DE SOURCE, JARDIN AUX AYGALADES",,Cité des Aygalades Avenue des Aygalades 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,CHIENDENT,,25 Chemin de la Mûre 13015 Marseille ,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,ENTRE CAMPAGNE ET NATURE,,2 Boulevard Ledru Rollin 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,LE BELVEDERE DE LA VISTE,,18 Boulevard d'Hanoï 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,LES JARDINS DE FORESTA,,7 Chemin des Tuileries 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS AUX MILLES SAVEURS,,Chemin des Musardises 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN CHEMIOTS AU AYGALADES,,151 Avenue des Aygalades 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE LA CAMPAGNE LEVEQUE,,2 Boulevard Ledru Rollin 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN PARTAGE DE LA JOUGARELLE,,188 Boulevard Henri Barnier 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE LA SOLIDARITE,,38 Chemin de la Bigotte 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE L'ECOLE DE PLAN D'AOU,,1 Boulevard du Commandant Robert Thollon 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DU CENTRE SOCIAL KALLISTE LA GRANIERE,,Résidence la Granière Chemin des Bourrely 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN FAMILLIAUX DE LA CASTELLAS,,42 Boulevard Lombard 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS FAMILIAUX DE L'ECUREUIL,,8 Boulevard Provençal 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN KALLISTE,,Château Valcornes Parc Kallisté 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,SENSIBILISATION,ACCEUIL ET RENCONTRE,,Parc de Terre Nouvelle 68 chemin des Baumillons 13015 Marseille,,,
13015,ECOLOGIE ET NATURE EN VILLE,VEGETALISATION,DA ZEIN,,28 Boulevard d'Honorine 13015 Marseille,,,
13015,PROJET D'AGRICULTURE URBAINE,PORTEUR DE PROJET,FORESTA,,18 Boulevard d'Hanoï 13015 Marseille,,,
13016,ALIMENTATION,AMAP,PANIER DE L'ESTAQUE DU BASSIN DE SEON,,La Machine pneumatique  traverse du Regali 13016 Marseille,,,
13016,ALIMENTATION,EPICERIE LOCALE ET BIO,EPICERIE PAYSANNE DE L'ESTAQUE ,,84 Boulevard Roger  Chieusse 13016 Marseille,,,
13016,ALIMENTATION,EPICERIE LOCALE ET BIO,OH C'BIO ALIMENTATION,,219 rue Rabelais 13016 Marseille,,,
13016,ALIMENTATION ,LABORATOIRE DE TRANSFORMATION,COLOR,,16 Rue Gaston Castel 13016 Marseille,,,
13016,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DE LA BRICARDE,,125 Boulavard Henri Barnier 13016 Marseille,,,
13016,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDINS DE SAINT-ANDRE,,Boulevard Grawitz 13016 Marseille,,,
13016,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN DES TUILERIES,,117 Boulevard Grawitz 13016 Marseille,,,
13016,ECOLOGIE ET NATURE EN VILLE,JARDINS,JARDIN PARTAGE DE L'ESTAQUE SEON,,1 rue Jean-Jaques Vernazza 13016 Marseille,,,
13016,PROJET D'AGRICULTURE URBAINE,PORTEURS DE PROJETS,ABRICOTOIT,,73 Chemin de Saint-Henri 13016 Marseille,,,
